sku,product_name,name_en,barcode,category,category_en,type,group,world,brand,room,material,diameter_inch,diameter_dn,diameter_mm,length_mm,angle,connection,gender,color,pressure_bar,max_temp_c,capacity,price,description,image_file,image_url,gallery_files,gallery_urls,image_count,page_url
,אטם מעבר מאספסט לפלסטיק,,,,,אטם,,,Huliot,,פלסטיק,,,,,,,,,,,,,,_.jpg,https://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg,_.jpg|__1.jpg|__2.jpg,https://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2016/08/Sheka-Teka-1200X179.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/huliot_green.jpg,3,http://www.huliot.co.il:80/product/%D7%90%D7%98%D7%9D-%D7%9E%D7%A2%D7%91%D7%A8-%D7%9E%D7%90%D7%A1%D7%A4%D7%A1%D7%98-%D7%9C%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7/
,ברך צד אחד חלק 40/90,,,,,ברך,,,Huliot,,,,,,,,,,,,,,,,_4090.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_4090.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_30N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_45N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_90N_Enlarge.jpg,6,http://www.huliot.co.il:80/product/%D7%91%D7%A8%D7%9A-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-4090/
,ברך 45° 40/40,,,,,ברך,,,Huliot,,,,,,,45°,,,,,,,,,_45_4040.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_45_4040.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_45N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_90N_Enlarge.jpg,5,http://www.huliot.co.il:80/product/%D7%91%D7%A8%D7%9A-45-4040/
,מחסום רצפה למקלחת 50/140 (סגור),,,,,מחסום,,,Huliot,,,,,,,,,,,,,,,,_50140_.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_50140_.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Block_40_140_Close_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_45N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_90N_Enlarge.jpg,6,http://www.huliot.co.il:80/product/%D7%9E%D7%97%D7%A1%D7%95%D7%9D-%D7%A8%D7%A6%D7%A4%D7%94-%D7%9C%D7%9E%D7%A7%D7%9C%D7%97%D7%AA-50140-%D7%A1%D7%92%D7%95%D7%A8/
,מחסום רצפה 50/140 שחור,,,,,מחסום,,,Huliot,,,,,,,,,,שחור,,,,,,_50140_.jpg,http://www.huliot.co.il/wp-content/uploads/2016/12/Bend_45_Enlarge.jpg,_50140_.jpg,http://www.huliot.co.il/wp-content/uploads/2016/12/Bend_45_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/12/Floor_Block_50_140_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/12/Pipe_HDPE_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/12/Poliblack_Branches_45_Enlarge.jpg,4,http://www.huliot.co.il:80/product/%D7%9E%D7%97%D7%A1%D7%95%D7%9D-%D7%A8%D7%A6%D7%A4%D7%94-50140-%D7%A9%D7%97%D7%95%D7%A8/
,מחסום תופי 50/140,,,,,מחסום,,,Huliot,,,,,,,,,,,,,,,,_50140.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_50140.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Block_Topi_50_140_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_15N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg,5,http://www.huliot.co.il:80/product/%D7%9E%D7%97%D7%A1%D7%95%D7%9D-%D7%AA%D7%95%D7%A4%D7%99-50140/
,מצרה צד אחד חלק 60/50,,,,,,,,Huliot,,,,,,,,,,,,,,,,_6050.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_6050.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_15N_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Reducer_1_Enlarge.jpg,5,http://www.huliot.co.il:80/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-6050
,פקק לביוב 160,,,,,פקק,,ביוב,Huliot,,,,,,,,,,,,,,,,_160.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_160.jpg|_160_1.jpg|_160_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/End_Caps_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A4%D7%A7%D7%A7-%D7%9C%D7%91%D7%99%D7%95%D7%91-160/
,פקק לביוב 200,,,,,פקק,,ביוב,Huliot,,,,,,,,,,,,,,,,_200.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_200.jpg|_200_1.jpg|_200_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/End_Caps_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A4%D7%A7%D7%A7-%D7%9C%D7%91%D7%99%D7%95%D7%91-200/
,פקק לביוב 250,,,,,פקק,,ביוב,Huliot,,,,,,,,,,,,,,,,_250.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_250.jpg|_250_1.jpg|_250_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/End_Caps_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A4%D7%A7%D7%A7-%D7%9C%D7%91%D7%99%D7%95%D7%91-250/
,פקק לביוב 315,,,,,פקק,,ביוב,Huliot,,,,,,,,,,,,,,,,_315.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_315.jpg|_315_1.jpg|_315_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/End_Caps_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A4%D7%A7%D7%A7-%D7%9C%D7%91%D7%99%D7%95%D7%91-315/
,פקק לביוב 400,,,,,פקק,,ביוב,Huliot,,,,,,,,,,,,,,,,_400.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_400.jpg|_400_1.jpg|_400_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/End_Caps_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A4%D7%A7%D7%A7-%D7%9C%D7%91%D7%99%D7%95%D7%91-400/
,צינור חלק לשפכים חמים בקוטר 32 L- 4000,,,,,צינור,,,Huliot,,,,,,,,,,,,,,,,_32_l_4000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_32_l_4000.jpg|_32_l_4000_1.jpg|_32_l_4000_2.jpg|_32_l_4000_3.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_30N_Enlarge-1.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_45_Enlarge-4.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_90N_Enlarge-3.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-6.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-7.jpg,6,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-32-l-4000/
,צינור חלק לשפכים חמים בקוטר 40 L- 3000,,,,,צינור,,,Huliot,,,,,,,,,,,,,,,,_40_l_3000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_40_l_3000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40-l-3000/
,צינור חלק לשפכים חמים בקוטר 50 L- 3000,,,,,צינור,,,Huliot,,,,,,,,,,,,,,,,_50_l_3000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_50_l_3000.jpg|_50_l_3000_1.jpg|_50_l_3000_2.jpg|_50_l_3000_3.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_30N_Enlarge-1.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_45_Enlarge-5.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_90N_Enlarge-3.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-7.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-9.jpg,6,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l-3000/
,צינור חלק לשפכים חמים בקוטר 50 L- 4000,,,,,צינור,,,Huliot,,,,,,,,,,,,,,,,_50_l_4000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_50_l_4000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Tavrig_Pipe_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_2_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2017/03/Branch_Thread_90N_Enlarge.jpg,4,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50-l-4000/
,צינור חלק לשפכים חמים בקוטר 63 L- 4000,,,,,צינור,,,Huliot,,,,,,,,,,,,,,,,_63_l_4000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_63_l_4000.jpg|_63_l_4000_1.jpg|_63_l_4000_2.jpg|_63_l_4000_3.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_45N_Enlarge-2.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_45N_Enlarge-3.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_90N_Enlarge-2.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-10.jpg|http://www.huliot.co.il/wp-content/uploads/2018/02/Tavrig_Pipe_Enlarge-11.jpg,6,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%97%D7%9C%D7%A7-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-63-l-4000/
,צינור לביוב SN-4 בקוטר 110 L1500,,,,,צינור,,ביוב,Huliot,,,,,,,,,,,,,,,,_sn_4_110_l1500.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_sn_4_110_l1500.jpg|_sn_4_110_l1500_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-l1500/
,צינור לביוב SN-4 בקוטר 160 L1500,,,,,צינור,,ביוב,Huliot,,,,,,,,,,,,,,,,_sn_4_160_l1500.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_sn_4_160_l1500.jpg|_sn_4_160_l1500_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-4-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l1500/
,צינור לביוב SN-8 בקוטר 400 L3000,,,,,צינור,,ביוב,Huliot,,,,,,,,,,,,,,,,_sn_8_400_l3000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_sn_8_400_l3000.jpg|_sn_8_400_l3000_1.jpg|_sn_8_400_l3000_2.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_8_Enlarge.jpg|http://www.huliot.co.il/wp-content/uploads/2016/11/Sewage_Pipes_Enlarge.jpg,3,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-sn-8-%D7%91%D7%A7%D7%95%D7%98%D7%A8-400-l3000/
,צינור פוליפרופילן לשפכים חמים בקוטר 160 L2000,,,,,צינור,,,Huliot,,פוליפרופילן,,,,,,,,,,,,,,_160_l2000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_160_l2000.jpg|_160_l2000_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l2000/
,צינור פוליפרופילן לשפכים חמים בקוטר 160 L250,,,,,צינור,,,Huliot,,פוליפרופילן,,,,,,,,,,,,,,_160_l250.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_160_l250.jpg|_160_l250_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l250/
,צינור פוליפרופילן לשפכים חמים בקוטר 160 L3000,,,,,צינור,,,Huliot,,פוליפרופילן,,,,,,,,,,,,,,_160_l3000.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_160_l3000.jpg|_160_l3000_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l3000/
,צינור פוליפרופילן לשפכים חמים בקוטר 160 L500,,,,,צינור,,,Huliot,,פוליפרופילן,,,,,,,,,,,,,,_160_l500.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg,_160_l500.jpg|_160_l500_1.jpg,http://www.huliot.co.il/wp-content/uploads/2015/07/category-banner-ultra-silent-1080x169.jpg|http://www.huliot.co.il/wp-content/uploads/2016/05/Polypropylene_Tubes_Enlarge.jpg,2,http://www.huliot.co.il:80/product/%D7%A6%D7%99%D7%A0%D7%95%D7%A8-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160-l500/
61237040,אביק נירוסטה  ¼1,,,,,אביק,,,Huliot,,נירוסטה,,,,,,,,,,,,,,61237040.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge.jpg,61237040.jpg|61237040_1.jpg|61237040_2.jpg|61237040_3.jpg|61237040_4.jpg|61237040_5.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Banner_Smartlock.jpg|https://www.huliot.co.il/wp-content/uploads/Bend_90N_Enlarge-400x400.jpg|https://www.huliot.co.il/wp-content/uploads/Jocker_Enlarge-400x400.jpg|https://www.huliot.co.il/wp-content/uploads/Tavrig_Pipe_Enlarge-1-400x400.jpg|https://www.huliot.co.il/wp-content/uploads/Tavrig_Pipe_Enlarge-2-400x400.jpg,6,https://www.huliot.co.il/product/%D7%90%D7%91%D7%99%D7%A7-%D7%A0%D7%99%D7%A8%D7%95%D7%A1%D7%98%D7%94-%C2%BC1-2/
61237040,אביק נירוסטה  ¼1,,,,,אביק,,,Huliot,,נירוסטה,,,,,,,,,,,,,,61237040.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge-4.jpg,61237040.jpg|61237040_1.jpg|61237040_2.jpg|61237040_3.jpg|61237040_4.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge-4.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_45_12_Enlarge-7.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_45_12_Enlarge-9.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_45_Enlarge-6.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_90_Enlarge-7.jpg,5,https://www.huliot.co.il/product/%D7%90%D7%91%D7%99%D7%A7-%D7%A0%D7%99%D7%A8%D7%95%D7%A1%D7%98%D7%94-%C2%BC1/
61451740,"אביק נירוסטה ""2",,,,,אביק,,,Huliot,,נירוסטה,,,,,,,,,,,,,,61451740.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge.jpg,61451740.jpg|61451740_1.jpg|61451740_2.jpg|61451740_3.jpg|61451740_4.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Banner_Smartlock.jpg|https://www.huliot.co.il/wp-content/uploads/Bend_45_Enlarge-400x400.jpg|https://www.huliot.co.il/wp-content/uploads/Jocker_Enlarge-400x400.jpg|https://www.huliot.co.il/wp-content/uploads/Tavrig_Pipe_Enlarge-4-400x400.jpg,5,https://www.huliot.co.il/product/%D7%90%D7%91%D7%99%D7%A7-%D7%A0%D7%99%D7%A8%D7%95%D7%A1%D7%98%D7%94-2-2/
61451740,"אביק נירוסטה ""2",,,,,אביק,,,Huliot,,נירוסטה,,,,,,,,,,,,,,61451740.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge-4.jpg,61451740.jpg|61451740_1.jpg|61451740_2.jpg|61451740_3.jpg|61451740_4.jpg,https://www.huliot.co.il/wp-content/uploads/2018/02/61237040_Enlarge-4.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_45_12_Enlarge-9.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_15N_Enlarge-1.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_30N_Enlarge-1.jpg|https://www.huliot.co.il/wp-content/uploads/2018/02/Branch_Thread_90_Enlarge-11.jpg,5,https://www.huliot.co.il/product/%D7%90%D7%91%D7%99%D7%A7-%D7%A0%D7%99%D7%A8%D7%95%D7%A1%D7%98%D7%94-2/
8160002100,אוגן לקיר גבס,,,,,,,,Huliot,,,,,,,,,,,,,,,,8160002100.jpg,https://www.huliot.co.il/wp-content/uploads/2018/12/HiPE-X-10.jpg,8160002100.jpg|8160002100_1.jpg|8160002100_2.jpg|8160002100_3.jpg|8160002100_4.jpg|8160002100_5.jpg,https://www.huliot.co.il/wp-content/uploads/2018/12/HiPE-X-10.jpg|https://www.huliot.co.il/wp-content/uploads/2018/12/HiPE-X-11.jpg|https://www.huliot.co.il/wp-content/uploads/2018/12/HiPE-X-8.jpg|https://www.huliot.co.il/wp-content/uploads/2018/12/Hipex-banner.jpg|https://www.huliot.co.il/wp-content/uploads/2019/02/HiPE-XboxS.jpg|https://www.huliot.co.il/wp-content/uploads/8160002100_Enlarge.jpg,6,https://www.huliot.co.il/product/%D7%90%D7%95%D7%92%D7%9F-%D7%9C%D7%A7%D7%99%D7%A8-%D7%92%D7%91%D7%A1/
98414206,אוגן פוליפרופילן / אוגן פלדה מצופה PP בקוטר 50,,,,,,,,Huliot,,PP,,,,,,,,,,,,,,98414206.jpg,https://www.huliot.co.il/wp-content/uploads/2016/09/Water-supply-1200X179.jpg,98414206.jpg|98414206_1.jpg|98414206_2.jpg|98414206_3.jpg,https://www.huliot.co.il/wp-content/uploads/2016/09/Water-supply-1200X179.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Bend_welding_45_FF_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Bend_welding_90_FF_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Plastic_Flange_G_F_R_Enlarge.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%95%D7%92%D7%9F-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%90%D7%95%D7%92%D7%9F-%D7%A4%D7%9C%D7%93%D7%94-%D7%9E%D7%A6%D7%95%D7%A4%D7%94-pp-%D7%91%D7%A7%D7%95-3/
98414207,אוגן פוליפרופילן / אוגן פלדה מצופה PP בקוטר 63,,,,,,,,Huliot,,PP,,,,,,,,,,,,,,98414207.jpg,https://www.huliot.co.il/wp-content/uploads/2016/09/Water-supply-1200X179.jpg,98414207.jpg|98414207_1.jpg|98414207_2.jpg|98414207_3.jpg,https://www.huliot.co.il/wp-content/uploads/2016/09/Water-supply-1200X179.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Bend_welding_45_FF_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Bend_welding_90_FF_Enlarge.jpg|https://www.huliot.co.il/wp-content/uploads/2016/12/Plastic_Flange_G_F_R_Enlarge.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%95%D7%92%D7%9F-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-%D7%90%D7%95%D7%92%D7%9F-%D7%A4%D7%9C%D7%93%D7%94-%D7%9E%D7%A6%D7%95%D7%A4%D7%94-pp-%D7%91%D7%A7%D7%95-4/
