sku,product_name,type,features,series,application,connection,thread,gender,material,color,sizes_raw,diameter_mm,diameter2_mm,diameter3_mm,angle_deg,inch,length_mm,wall_mm,sdr,sn_class,leftover,image_file,image_count,page_url
47640041,אטם שפה 110,אטם,שפה,,,,,,,,110,110,,,,,,,,,,47640041.jpg,3,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-110/
47650041,אטם שפה 125,אטם,שפה,,,,,,,,125,125,,,,,,,,,,47650041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-125/
47660041,אטם שפה 160,אטם,שפה,,,,,,,,160,160,,,,,,,,,,47660041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-160/
47610041,אטם שפה 40,אטם,שפה,,,,,,,,40,40,,,,,,,,,,47610041.jpg,3,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-40/
47620041,אטם שפה 50,אטם,שפה,,,,,,,,50,50,,,,,,,,,,47620041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-50/
47630041,אטם שפה 75,אטם,שפה,,,,,,,,75,75,,,,,,,,,,47630041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-%D7%A9%D7%A4%D7%94-75/
47640041,אטם 110,אטם,,,,,,,,,110,110,,,,,,,,,,47640041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-110/
47660041,אטם 160,אטם,,,,,,,,,160,160,,,,,,,,,,47660041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-160/
47680041,אטם 200,אטם,,,,,,,,,200,200,,,,,,,,,,47680041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-200/
47690041,אטם 250,אטם,,,,,,,,,250,250,,,,,,,,,,47690041.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-250/
47631541,אטם 315,אטם,,,,,,,,,315,315,,,,,,,,,,47631541.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-315/
47635541,אטם 355,אטם,,,,,,,,,355,355,,,,,,,,,,47635541.jpg,3,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-355/
47649941,אטם 400,אטם,,,,,,,,,400,400,,,,,,,,,,47649941.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%98%D7%9D-400/
44040000,אל חוזר לביוב 110,אל חוזר,,,ביוב,,,,,,110,110,,,,,,,,,,44040000.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%9C-%D7%97%D7%95%D7%96%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-110/
44060000,אל חוזר לביוב 160,אל חוזר,,,ביוב,,,,,,160,160,,,,,,,,,,44060000.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%9C-%D7%97%D7%95%D7%96%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-160/
44080000,אל חוזר לביוב 200,אל חוזר,,,ביוב,,,,,,200,200,,,,,,,,,,44080000.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%9C-%D7%97%D7%95%D7%96%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-200/
44090000,אל חוזר לביוב 250,אל חוזר,,,ביוב,,,,,,250,250,,,,,,,,,,44090000.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%9C-%D7%97%D7%95%D7%96%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-250/
44031000,אל חוזר לביוב 315,אל חוזר,,,ביוב,,,,,,315,315,,,,,,,,,,44031000.jpg,4,https://www.huliot.co.il/product/%D7%90%D7%9C-%D7%97%D7%95%D7%96%D7%A8-%D7%9C%D7%91%D7%99%D7%95%D7%91-315/
99041208,ברז אלכסוני עם מניעת זרימה חוזרת 20,ברז,אלכסוני,,,,,,,,20,20,,,,,,,,,עם מניעת זרימה חוזרת,99041208.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-%D7%A2%D7%9D-%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%96%D7%A8%D7%99%D7%9E%D7%94-%D7%97%D7%95%D7%96%D7%A8%D7%AA-20/
99041210,ברז אלכסוני עם מניעת זרימה חוזרת 25,ברז,אלכסוני,,,,,,,,25,25,,,,,,,,,עם מניעת זרימה חוזרת,99041210.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-%D7%A2%D7%9D-%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%96%D7%A8%D7%99%D7%9E%D7%94-%D7%97%D7%95%D7%96%D7%A8%D7%AA-25/
99041212,ברז אלכסוני עם מניעת זרימה חוזרת 32,ברז,אלכסוני,,,,,,,,32,32,,,,,,,,,עם מניעת זרימה חוזרת,99041212.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-%D7%A2%D7%9D-%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%96%D7%A8%D7%99%D7%9E%D7%94-%D7%97%D7%95%D7%96%D7%A8%D7%AA-32/
99041214,ברז אלכסוני עם מניעת זרימה חוזרת 40,ברז,אלכסוני,,,,,,,,40,40,,,,,,,,,עם מניעת זרימה חוזרת,99041214.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-%D7%A2%D7%9D-%D7%9E%D7%A0%D7%99%D7%A2%D7%AA-%D7%96%D7%A8%D7%99%D7%9E%D7%94-%D7%97%D7%95%D7%96%D7%A8%D7%AA-40/
99041108,ברז אלכסוני 20,ברז,אלכסוני,,,,,,,,20,20,,,,,,,,,,99041108.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-20/
99041110,ברז אלכסוני 25,ברז,אלכסוני,,,,,,,,25,25,,,,,,,,,,99041110.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-25/
99041112,ברז אלכסוני 32,ברז,אלכסוני,,,,,,,,32,32,,,,,,,,,,99041112.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-32/
99041114,ברז אלכסוני 40,ברז,אלכסוני,,,,,,,,40,40,,,,,,,,,,99041114.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%90%D7%9C%D7%9B%D7%A1%D7%95%D7%A0%D7%99-40/
99041604,ברז כדורי בין אוגנים 110,ברז,כדורי|בין אוגנים,,,,,,,,110,110,,,,,,,,,,99041604.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-%D7%91%D7%99%D7%9F-%D7%90%D7%95%D7%92%D7%A0%D7%99%D7%9D-110/
99041607,ברז כדורי בין אוגנים 160,ברז,כדורי|בין אוגנים,,,,,,,,160,160,,,,,,,,,,99041607.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-%D7%91%D7%99%D7%9F-%D7%90%D7%95%D7%92%D7%A0%D7%99%D7%9D-160/
99041602,ברז כדורי בין אוגנים 90,ברז,כדורי|בין אוגנים,,,,,,,,90,90,,,,,,,,,,99041602.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-%D7%91%D7%99%D7%9F-%D7%90%D7%95%D7%92%D7%A0%D7%99%D7%9D-90/
99041400,ברז כדורי פוליפרופילן 75,ברז,כדורי,,,,,,PP,,75,75,,,,,,,,,,99041400.jpg,1,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-%D7%A4%D7%95%D7%9C%D7%99%D7%A4%D7%A8%D7%95%D7%A4%D7%99%D7%9C%D7%9F-75/
99020402,ברז כדורי 20,ברז,כדורי,,,,,,,,20,20,,,,,,,,,,99020402.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-20/
99020403,ברז כדורי 25,ברז,כדורי,,,,,,,,25,25,,,,,,,,,,99020403.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-25/
99020404,ברז כדורי 32,ברז,כדורי,,,,,,,,32,32,,,,,,,,,,99020404.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-32/
99020405,ברז כדורי 40,ברז,כדורי,,,,,,,,40,40,,,,,,,,,,99020405.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-40/
99020412,ברז כדורי 50,ברז,כדורי,,,,,,,,50,50,,,,,,,,,,99020412.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-50/
99020414,ברז כדורי 63,ברז,כדורי,,,,,,,,63,63,,,,,,,,,,99020414.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-63/
99041388,ברז כדורי PP עם רקורדים 20,ברז,כדורי,,,,,,,,20,20,,,,,,,,,PP עם רקורדים,99041388.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-pp-%D7%A2%D7%9D-%D7%A8%D7%A7%D7%95%D7%A8%D7%93%D7%99%D7%9D-20/
99041394,ברז כדורי PP עם רקורדים 40,ברז,כדורי,,,,,,,,40,40,,,,,,,,,PP עם רקורדים,99041394.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-pp-%D7%A2%D7%9D-%D7%A8%D7%A7%D7%95%D7%A8%D7%93%D7%99%D7%9D-40/
99041396,ברז כדורי PP עם רקורדים 50,ברז,כדורי,,,,,,,,50,50,,,,,,,,,PP עם רקורדים,99041396.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-pp-%D7%A2%D7%9D-%D7%A8%D7%A7%D7%95%D7%A8%D7%93%D7%99%D7%9D-50/
99041398,ברז כדורי PP עם רקורדים 63,ברז,כדורי,,,,,,,,63,63,,,,,,,,,PP עם רקורדים,99041398.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9B%D7%93%D7%95%D7%A8%D7%99-pp-%D7%A2%D7%9D-%D7%A8%D7%A7%D7%95%D7%A8%D7%93%D7%99%D7%9D-63/
99040808,ברז מעבר ישר 20,ברז,מעבר|ישר,,,,,,,,20,20,,,,,,,,,,99040808.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9E%D7%A2%D7%91%D7%A8-%D7%99%D7%A9%D7%A8-20/
99040810,ברז מעבר ישר 25,ברז,מעבר|ישר,,,,,,,,25,25,,,,,,,,,,99040810.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9E%D7%A2%D7%91%D7%A8-%D7%99%D7%A9%D7%A8-25/
99040812,ברז מעבר ישר 32,ברז,מעבר|ישר,,,,,,,,32,32,,,,,,,,,,99040812.jpg,3,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9E%D7%A2%D7%91%D7%A8-%D7%99%D7%A9%D7%A8-32/
99040814,ברז מעבר ישר 40,ברז,מעבר|ישר,,,,,,,,40,40,,,,,,,,,,99040814.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%9E%D7%A2%D7%91%D7%A8-%D7%99%D7%A9%D7%A8-40/
99040888,ברז סמוי (ציפוי כרום – ללא ידית) 20,ברז,,,,,,,,כרום,20,20,,,,,,,,,סמוי ציפוי ללא ידית,99040888.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%A1%D7%9E%D7%95%D7%99-%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%A8%D7%95%D7%9D-%D7%9C%D7%9C%D7%90-%D7%99%D7%93%D7%99%D7%AA-20/
99040890,ברז סמוי (ציפוי כרום – ללא ידית) 25,ברז,,,,,,,,כרום,25,25,,,,,,,,,סמוי ציפוי ללא ידית,99040890.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%A1%D7%9E%D7%95%D7%99-%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%A8%D7%95%D7%9D-%D7%9C%D7%9C%D7%90-%D7%99%D7%93%D7%99%D7%AA-25/
99040858,ברז סמוי (ציפוי כרום) 20,ברז,,,,,,,,כרום,20,20,,,,,,,,,סמוי ציפוי,99040858.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%A1%D7%9E%D7%95%D7%99-%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%A8%D7%95%D7%9D-20/
99040860,ברז סמוי (ציפוי כרום) 25,ברז,,,,,,,,כרום,25,25,,,,,,,,,סמוי ציפוי,99040860.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%A1%D7%9E%D7%95%D7%99-%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%A8%D7%95%D7%9D-25/
99040862,ברז סמוי (ציפוי כרום) 32,ברז,,,,,,,,כרום,32,32,,,,,,,,,סמוי ציפוי,99040862.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%96-%D7%A1%D7%9E%D7%95%D7%99-%D7%A6%D7%99%D7%A4%D7%95%D7%99-%D7%9B%D7%A8%D7%95%D7%9D-32/
43040859,ברךלביוב 110/87° עם ביקורת שמאל,ברך,עם ביקורת|שמאל,,ביוב,,,,,,110,110,,,87,,,,,,,43040859.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A%D7%9C%D7%91%D7%99%D7%95%D7%91-11087-%D7%A2%D7%9D-%D7%91%D7%99%D7%A7%D7%95%D7%A8%D7%AA-%D7%A9%D7%9E%D7%90%D7%9C/
7370060170,ברך אולטרה ווייט 15° בקוטר 160,ברך,,Ultra White,,,,,,,160,160,,,15,,,,,,,7370060170.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7370040370,ברך אולטרה ווייט 30° בקוטר 110,ברך,,Ultra White,,,,,,,110,110,,,30,,,,,,,7370040370.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7370060370,ברך אולטרה ווייט 30° בקוטר 160,ברך,,Ultra White,,,,,,,160,160,,,30,,,,,,,7370060370.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7370040470,ברך אולטרה ווייט 45° בקוטר 110,ברך,,Ultra White,,,,,,,110,110,,,45,,,,,,,7370040470.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7370060470,ברך אולטרה ווייט 45° בקוטר 160,ברך,,Ultra White,,,,,,,160,160,,,45,,,,,,,7370060470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7370080470,ברך אולטרה ווייט 45° בקוטר 200,ברך,,Ultra White,,,,,,,200,200,,,45,,,,,,,7370080470.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200/
7370040870,ברך אולטרה ווייט 87.5°  בקוטר 110,ברך,,Ultra White,,,,,,,110,110,,,87.5,,,,,,,7370040870.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-87-5-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7870040170,ברך אולטרה סיילנט פלוס  15° בקוטר 110,ברך,,Ultra Silent Plus,,,,,,,110,110,,,15,,,,,,,7870040170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7870040370,ברך אולטרה סיילנט פלוס  30° בקוטר 110,ברך,,Ultra Silent Plus,,,,,,,110,110,,,30,,,,,,,7870040370.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7870040470,ברך אולטרה סיילנט פלוס  45° בקוטר 110,ברך,,Ultra Silent Plus,,,,,,,110,110,,,45,,,,,,,7870040470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7870050470,ברך אולטרה סיילנט פלוס  45° בקוטר 125,ברך,,Ultra Silent Plus,,,,,,,125,125,,,45,,,,,,,7870050470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
7870060470,ברך אולטרה סיילנט פלוס  45° בקוטר 160,ברך,,Ultra Silent Plus,,,,,,,160,160,,,45,,,,,,,7870060470.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7870040870,ברך אולטרה סיילנט פלוס  87.5° בקוטר 110,ברך,,Ultra Silent Plus,,,,,,,110,110,,,87.5,,,,,,,7870040870.jpg,4,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-87-5-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7070040170,ברך אולטרה סיילנט 15° בקוטר 110,ברך,,Ultra Silent,,,,,,,110,110,,,15,,,,,,,7070040170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7070050170,ברך אולטרה סיילנט 15° בקוטר 125,ברך,,Ultra Silent,,,,,,,125,125,,,15,,,,,,,7070050170.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
7070060170,ברך אולטרה סיילנט 15° בקוטר 160,ברך,,Ultra Silent,,,,,,,160,160,,,15,,,,,,,7070060170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7070000170,ברך אולטרה סיילנט 15° בקוטר 32,ברך,,Ultra Silent,,,,,,,32,32,,,15,,,,,,,7070000170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-32/
7070010170,ברך אולטרה סיילנט 15° בקוטר 40,ברך,,Ultra Silent,,,,,,,40,40,,,15,,,,,,,7070010170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40/
7070020170,ברך אולטרה סיילנט 15° בקוטר 50,ברך,,Ultra Silent,,,,,,,50,50,,,15,,,,,,,7070020170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50/
7070030170,ברך אולטרה סיילנט 15° בקוטר 75,ברך,,Ultra Silent,,,,,,,75,75,,,15,,,,,,,7070030170.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
7070090170,ברך אולטרה סיילנט 15° בקוטר 90,ברך,,Ultra Silent,,,,,,,90,90,,,15,,,,,,,7070090170.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-15-%D7%91%D7%A7%D7%95%D7%98%D7%A8-90/
7070040370,ברך אולטרה סיילנט 30° בקוטר 110,ברך,,Ultra Silent,,,,,,,110,110,,,30,,,,,,,7070040370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7070050370,ברך אולטרה סיילנט 30° בקוטר 125,ברך,,Ultra Silent,,,,,,,125,125,,,30,,,,,,,7070050370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
7070060370,ברך אולטרה סיילנט 30° בקוטר 160,ברך,,Ultra Silent,,,,,,,160,160,,,30,,,,,,,7070060370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
7070000370,ברך אולטרה סיילנט 30° בקוטר 32,ברך,,Ultra Silent,,,,,,,32,32,,,30,,,,,,,7070000370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-32/
7070010370,ברך אולטרה סיילנט 30° בקוטר 40,ברך,,Ultra Silent,,,,,,,40,40,,,30,,,,,,,7070010370.jpg,5,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40/
7070020370,ברך אולטרה סיילנט 30° בקוטר 50,ברך,,Ultra Silent,,,,,,,50,50,,,30,,,,,,,7070020370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50/
7070030370,ברך אולטרה סיילנט 30° בקוטר 75,ברך,,Ultra Silent,,,,,,,75,75,,,30,,,,,,,7070030370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
7070090370,ברך אולטרה סיילנט 30° בקוטר 90,ברך,,Ultra Silent,,,,,,,90,90,,,30,,,,,,,7070090370.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-30-%D7%91%D7%A7%D7%95%D7%98%D7%A8-90/
7070040470,ברך אולטרה סיילנט 45° בקוטר 110,ברך,,Ultra Silent,,,,,,,110,110,,,45,,,,,,,7070040470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
7070050470,ברך אולטרה סיילנט 45° בקוטר 125,ברך,,Ultra Silent,,,,,,,125,125,,,45,,,,,,,7070050470.jpg,6,https://www.huliot.co.il/product/%D7%91%D7%A8%D7%9A-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-45-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
